DOI,Ano,WE,W-graphite,W-GCE,W-G,W-GO,W-rGO,W-Au,W-Cu,W-Pd,W-C,W-In,W-Sn,W-F,W-Fe,W-Ni,W-Polymer,W-Ti,W-N,W-Pt,W-Si,W-Al,W-graphene,Material,OH,O,La,Ni,Na,Zn,Cd,Ca,Pt,Ir,Pd,C,Cu,Ag,Ru,Al,Rh,Au,Co,Mn,Br,Mg,B,Fe,Pb,Zr,Ce,S,Si,N,V,Nb,Ta,Sn,P,In,Ti,Bi,Sb,Cr,W,Mo,Se,Ge,Te,Org,Polymer,Aniline,rGO,GO,G,MOF,Nano,CNT,Eletrolyte,pH,El_conc,reference,Pot_Onset_V (SHE),Pot_Ox_V (SHE),Ox_Onset,J__mA_cm,methanol,ethanol,concentration,analyte
10.1149/1945-7111/ab98f1,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RhPt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.7,0.1,SCE,0.644,0.824,0.18,4.5,1,0,1,methanol
10.1149/1945-7111/ab98f1,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RhPt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.7,0.1,SCE,0.544,0.794,0.25,,0,1,1,ethanol
10.1149/1945-7111/ab98f1,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RuPt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.7,0.1,SCE,0.444,0.824,0.38,,0,1,1,ethanol
10.1021/acsomega.9b02863,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HClO4,1,0.5,Ag/AgCl,0.749,0.899,0.15,20,1,0,0.5,methanol
10.1016/j.ijhydene.2018.03.064,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtAg-G,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,KOH,14,1,Hg/HgO,0.178,0.571,0.393,8.2,1,0,1,methanol
10.1016/j.ijhydene.2018.03.064,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtAg-C,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Hg/HgO,0.189,0.578,0.389,7.57,1,0,1,methanol
10.1016/j.ijhydene.2018.03.064,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-G,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,KOH,14,1,Hg/HgO,0.5968,0.54,-0.0568,6.34,1,0,1,methanol
10.1016/j.ijhydene.2018.03.064,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Hg/HgO,0.202,0.573,0.371,6.34,1,0,1,methanol
10.1149/1945-7111/ac96b2,2022,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mn3O4-Co3O4-rGO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,KOH,14,1,Ag/AgCl,0.569,0.679,0.11,16.5,1,0,1,methanol
10.1149/1945-7111/ac96b2,2022,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mn3O4-Co3O4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,Ag/AgCl,0.599,0.749,0.15,10,1,0,1,methanol
10.1149/1945-7111/ac96b2,2022,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mn3O4-Co3O4-rGO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,KOH,14,1,Ag/AgCl,0.599,0.749,0.15,5.7,0,1,0.7,ethanol
10.1149/1945-7111/ac96b2,2022,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mn3O4-Co3O4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,Ag/AgCl,0.599,0.749,0.15,3,0,1,0.7,ethanol
10.1016/j.jallcom.2022.166483,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdCo-Ni,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,Ag/AgCl,-0.151,0.249,0.4,173.2,1,0,0.5,methanol
10.1016/j.jallcom.2022.166483,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdCo-Ni,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,Ag/AgCl,-0.251,0.299,0.55,240.1,0,1,0.5,ethanol
10.1016/j.synthmet.2021.116925,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-PANI-PDPA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,-0.081,-0.016,0.065,0.76,1,0,1,methanol
10.1016/j.synthmet.2021.116925,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,-0.051,0.164,0.215,0.07,1,0,1,methanol
10.1016/j.synthmet.2021.116925,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-PDPA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,-0.101,0.047,0.148,0.139,1,0,1,methanol
10.1016/j.synthmet.2021.116925,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-PANI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,-0.101,0.005,0.106,0.14,1,0,1,methanol
10.1016/j.synthmet.2021.116925,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-PANI-PDPA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,-0.201,0.049,0.25,1.5,0,1,1,ethanol
10.1016/j.synthmet.2021.116925,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,-0.101,0.163,0.264,0.17,0,1,1,ethanol
10.1016/j.synthmet.2021.116925,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-PDPA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,-0.101,0.165,0.266,0.19,0,1,1,ethanol
10.1016/j.synthmet.2021.116925,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-PANI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,-0.051,0.145,0.196,0.3,0,1,1,ethanol
10.1149/1945-7111/ac0941,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtNi-PANI-rGO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NaOH,12.7,0.5,RHE,-0.2863,0.0507000000000001,0.337,3.02,1,0,1,methanol
10.1149/1945-7111/ac0941,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtNi-PANI,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NaOH,12.7,0.5,RHE,-0.2443,0.1007,0.345,2.25,1,0,1,methanol
10.1149/1945-7111/ac0941,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtNi-rGO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NaOH,12.7,0.5,RHE,-0.2153,0.000700000000000034,0.216,2.55,1,0,1,methanol
10.1149/1945-7111/ac0941,2021,Pt/C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaOH,12.7,0.5,RHE,-0.1743,0.0507000000000001,0.225,0.37,1,0,1,methanol
10.1016/j.matpr.2022.12.066,2022,Pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,WC-W2C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SCE,0.644,0.824,0.18,2.8,1,0,0.9,methanol
10.1016/j.matpr.2022.12.066,2022,Pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,WC-W2C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SCE,0.544,0.844,0.3,0.5,0,1,0.9,ethanol
10.1016/j.ijhydene.2019.12.176,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtIr-MWCNT,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,HClO4,1,0.5,RHE,0.361,0.841,0.48,9.72,1,0,0.5,methanol
10.1016/j.electacta.2020.136794,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtPd-HNCS,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SCE,0.544,0.934,0.39,83.4,1,0,0.3,methanol
10.1016/j.electacta.2020.136794,2020,Pt/C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SCE,0.794,0.884,0.09,17,1,0,0.3,methanol
10.1016/j.electacta.2020.136794,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-HNCS,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SCE,0.744,0.954,0.21,32.5,1,0,0.3,methanol
10.1016/j.electacta.2020.136794,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtPd-HNCS,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SCE,0.844,0.954,0.11,53.7,0,1,0.3,ethanol
10.1016/j.electacta.2020.136794,2020,Pt/C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SCE,0.844,0.924,0.0800000000000001,22.6,0,1,0.3,ethanol
10.1016/j.electacta.2020.136794,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-HNCS,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SCE,0.864,0.944,0.08,25.4,0,1,0.3,ethanol
10.3390/catal9040330,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiSn-C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Ag/AgCl,0.619,0.849,0.23,75,1,0,1,methanol
10.3390/catal9100856,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ni-BTC-MOF-rGO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaOH,14,1,Hg/HgO,,,,220.22,1,0,2,methanol
10.3390/catal9100856,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HClO4,1,0.1,Ag/AgCl,0.599,1.069,0.47,2.75,1,0,0.5,methanol
10.1016/j.jtice.2020.10.019,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Co-Graphene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,KOH,14,1,Ag/AgCl,0.269,0.599,0.33,62,1,0,1,methanol
10.1016/j.jtice.2020.10.019,2020,Ni,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,Ag/AgCl,0.549,0.749,0.2,35,1,0,1,methanol
10.1016/j.jtice.2020.10.019,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,Ag/AgCl,0.299,0.399,0.1,25,1,0,1,methanol
10.1016/j.electacta.2018.12.151,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtAg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.1,Ag/AgCl,0.599,0.799,0.2,1.2,1,0,1,methanol
10.1016/j.electacta.2020.136954,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdNi,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaOH,14,1,RHE,-0.226,0.0740000000000001,0.3,1.8,1,0,0.5,methanol
10.1039/C9TA06119C,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtCuRh,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SCE,0.644,0.894,0.25,3.01,1,0,0.5,methanol
10.1039/C9TA06119C,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtCuRh,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HClO4,1,0.1,SCE,,,,2.84,0,1,0.5,ethanol
10.1016/j.solidstatesciences.2019.106022,2019,CPE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NiCo-rGO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,13,,SCE,0.644,0.994,0.35,,1,0,0.1,methanol
10.1016/j.jpowsour.2018.07.070,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdAg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,14,1,SCE,0.544,0.644,0.1,2.67,1,0,1,methanol
10.1038/s41598-019-51780-y,2019,graphit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtNi-C,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Ag/AgCl,-0.451,0.019,0.47,,1,0,1,methanol
10.1007/s10008-018-4135-4,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-TiCrN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,Ag/AgCl,0.649,0.799,0.15,,1,0,1,methanol
10.1080/2055074X.2019.1595872,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Au-CN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,12.7,0.5,Ag/AgCl,-0.101,0.119,0.22,0.99,1,0,1,methanol
10.1007/s10562-019-02785-9,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,graphit-Ni-Pd,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,SHE,-0.3,-0.145,0.155,2.75,1,0,0.1,methanol
10.21577/0103-5053.20190062,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtSnCeO-C,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,RHE,0.341,0.771,0.43,0.46,0,1,1,ethanol
10.21577/0103-5053.20190062,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtSn-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,RHE,0.291,0.761,0.47,0.4,0,1,1,ethanol
10.1021/acsanm.8b00438,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-PtNi,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,RHE,-0.226,0.0740000000000001,0.3,2.71,1,0,1,methanol
10.1021/acsanm.8b00438,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-PtNi,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,RHE,-0.326,-0.0259999999999999,0.3,2.52,0,1,1,ethanol
10.1016/j.nanoen.2021.106307,2021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtCu-Cu2Se,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Hg/HgO,0.1,0.54,0.44,7.8,0,1,1,ethanol
10.1021/acsanm.0c01584,2020,nanoglass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiNb,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,12,0.1,Ag/AgCl,0.499,0.899,0.4,9,1,0,1,methanol
10.1016/j.jmrt.2020.03.072,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiFe-LDH-Pt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,12.7,0.5,SCE,-0.306,-0.00600000000000001,0.3,18,1,0,1,methanol
10.1016/j.jmrt.2020.03.072,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MgAl-LDH-Pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,12.7,0.5,SCE,-0.306,-0.026,0.28,12,1,0,1,methanol
10.1016/j.jmrt.2020.03.072,2020,Pt/C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,12.7,0.5,SCE,-0.186,-0.00600000000000001,0.18,4,1,0,1,methanol
